case_id,category,difficulty,nl_query,sql,tables_used,columns_used,join_edges,expected_ambiguities,source_template,template_variant,notes
gold_102,mailer,easy,Mailer pages in department DEPARTMENT of type monthly that started in 2002.,"
        SELECT ml.department, ml.type, start_day.year, COUNT(*) AS pages
        FROM mailer_pages ml
        JOIN calendar_days start_day ON ml.start_calendar_day_ref = start_day.calendar_day_record
        JOIN calendar_days end_day ON ml.end_calendar_day_ref = end_day.calendar_day_record
        WHERE ml.department = 'DEPARTMENT' AND ml.type = 'monthly' AND start_day.year = 2002
        GROUP BY ml.department, ml.type, start_day.year
        ",calendar_days;mailer_pages,calendar_days.calendar_day_record;calendar_days.year;mailer_pages.department;mailer_pages.end_calendar_day_ref;mailer_pages.start_calendar_day_ref;mailer_pages.type,calendar_days.calendar_day_record = mailer_pages.end_calendar_day_ref;calendar_days.calendar_day_record = mailer_pages.start_calendar_day_ref,,mailer_page_calendar,2,Mailer page start and end date roles.
gold_103,mailer,easy,Mailer pages in department DEPARTMENT of type monthly that started in 2003.,"
        SELECT ml.department, ml.type, start_day.year, COUNT(*) AS pages
        FROM mailer_pages ml
        JOIN calendar_days start_day ON ml.start_calendar_day_ref = start_day.calendar_day_record
        JOIN calendar_days end_day ON ml.end_calendar_day_ref = end_day.calendar_day_record
        WHERE ml.department = 'DEPARTMENT' AND ml.type = 'monthly' AND start_day.year = 2003
        GROUP BY ml.department, ml.type, start_day.year
        ",calendar_days;mailer_pages,calendar_days.calendar_day_record;calendar_days.year;mailer_pages.department;mailer_pages.end_calendar_day_ref;mailer_pages.start_calendar_day_ref;mailer_pages.type,calendar_days.calendar_day_record = mailer_pages.end_calendar_day_ref;calendar_days.calendar_day_record = mailer_pages.start_calendar_day_ref,,mailer_page_calendar,3,Mailer page start and end date roles.
gold_104,mailer,easy,Mailer pages in department DEPARTMENT of type monthly that started in 2004.,"
        SELECT ml.department, ml.type, start_day.year, COUNT(*) AS pages
        FROM mailer_pages ml
        JOIN calendar_days start_day ON ml.start_calendar_day_ref = start_day.calendar_day_record
        JOIN calendar_days end_day ON ml.end_calendar_day_ref = end_day.calendar_day_record
        WHERE ml.department = 'DEPARTMENT' AND ml.type = 'monthly' AND start_day.year = 2004
        GROUP BY ml.department, ml.type, start_day.year
        ",calendar_days;mailer_pages,calendar_days.calendar_day_record;calendar_days.year;mailer_pages.department;mailer_pages.end_calendar_day_ref;mailer_pages.start_calendar_day_ref;mailer_pages.type,calendar_days.calendar_day_record = mailer_pages.end_calendar_day_ref;calendar_days.calendar_day_record = mailer_pages.start_calendar_day_ref,,mailer_page_calendar,4,Mailer page start and end date roles.
gold_105,returns,hard,Mail order refunds with reason reason 31 by carrier AIRBORNE in 2001.,"
        SELECT rr.reason_description, dm.carrier, cd.year, SUM(mr.return_amount) AS return_amount
        FROM mail_order_refunds mr
        JOIN calendar_days cd ON mr.return_calendar_day_ref = cd.calendar_day_record
        JOIN return_reasons rr ON mr.return_reason_ref = rr.return_reason_record
        JOIN delivery_methods dm ON mr.delivery_method_ref = dm.delivery_method_record
        WHERE rr.reason_description = 'reason 31' AND dm.carrier = 'AIRBORNE' AND cd.year = 2001
        GROUP BY rr.reason_description, dm.carrier, cd.year
        ",calendar_days;delivery_methods;mail_order_refunds;return_reasons,calendar_days.calendar_day_record;calendar_days.year;delivery_methods.carrier;delivery_methods.delivery_method_record;mail_order_refunds.delivery_method_ref;mail_order_refunds.return_amount;mail_order_refunds.return_calendar_day_ref;mail_order_refunds.return_reason_ref;return_reasons.reason_description;return_reasons.return_reason_record,calendar_days.calendar_day_record = mail_order_refunds.return_calendar_day_ref;delivery_methods.delivery_method_record = mail_order_refunds.delivery_method_ref;mail_order_refunds.return_reason_ref = return_reasons.return_reason_record,,mail_refunds_ops,1,Mail order refund operations.
gold_106,returns,hard,Mail order refunds with reason reason 31 by carrier AIRBORNE in 2002.,"
        SELECT rr.reason_description, dm.carrier, cd.year, SUM(mr.return_amount) AS return_amount
        FROM mail_order_refunds mr
        JOIN calendar_days cd ON mr.return_calendar_day_ref = cd.calendar_day_record
        JOIN return_reasons rr ON mr.return_reason_ref = rr.return_reason_record
        JOIN delivery_methods dm ON mr.delivery_method_ref = dm.delivery_method_record
        WHERE rr.reason_description = 'reason 31' AND dm.carrier = 'AIRBORNE' AND cd.year = 2002
        GROUP BY rr.reason_description, dm.carrier, cd.year
        ",calendar_days;delivery_methods;mail_order_refunds;return_reasons,calendar_days.calendar_day_record;calendar_days.year;delivery_methods.carrier;delivery_methods.delivery_method_record;mail_order_refunds.delivery_method_ref;mail_order_refunds.return_amount;mail_order_refunds.return_calendar_day_ref;mail_order_refunds.return_reason_ref;return_reasons.reason_description;return_reasons.return_reason_record,calendar_days.calendar_day_record = mail_order_refunds.return_calendar_day_ref;delivery_methods.delivery_method_record = mail_order_refunds.delivery_method_ref;mail_order_refunds.return_reason_ref = return_reasons.return_reason_record,,mail_refunds_ops,2,Mail order refund operations.
gold_107,returns,hard,Mail order refunds with reason reason 31 by carrier AIRBORNE in 2003.,"
        SELECT rr.reason_description, dm.carrier, cd.year, SUM(mr.return_amount) AS return_amount
        FROM mail_order_refunds mr
        JOIN calendar_days cd ON mr.return_calendar_day_ref = cd.calendar_day_record
        JOIN return_reasons rr ON mr.return_reason_ref = rr.return_reason_record
        JOIN delivery_methods dm ON mr.delivery_method_ref = dm.delivery_method_record
        WHERE rr.reason_description = 'reason 31' AND dm.carrier = 'AIRBORNE' AND cd.year = 2003
        GROUP BY rr.reason_description, dm.carrier, cd.year
        ",calendar_days;delivery_methods;mail_order_refunds;return_reasons,calendar_days.calendar_day_record;calendar_days.year;delivery_methods.carrier;delivery_methods.delivery_method_record;mail_order_refunds.delivery_method_ref;mail_order_refunds.return_amount;mail_order_refunds.return_calendar_day_ref;mail_order_refunds.return_reason_ref;return_reasons.reason_description;return_reasons.return_reason_record,calendar_days.calendar_day_record = mail_order_refunds.return_calendar_day_ref;delivery_methods.delivery_method_record = mail_order_refunds.delivery_method_ref;mail_order_refunds.return_reason_ref = return_reasons.return_reason_record,,mail_refunds_ops,3,Mail order refund operations.
gold_108,returns,hard,Mail order refunds with reason reason 31 by carrier AIRBORNE in 2004.,"
        SELECT rr.reason_description, dm.carrier, cd.year, SUM(mr.return_amount) AS return_amount
        FROM mail_order_refunds mr
        JOIN calendar_days cd ON mr.return_calendar_day_ref = cd.calendar_day_record
        JOIN return_reasons rr ON mr.return_reason_ref = rr.return_reason_record
        JOIN delivery_methods dm ON mr.delivery_method_ref = dm.delivery_method_record
        WHERE rr.reason_description = 'reason 31' AND dm.carrier = 'AIRBORNE' AND cd.year = 2004
        GROUP BY rr.reason_description, dm.carrier, cd.year
        ",calendar_days;delivery_methods;mail_order_refunds;return_reasons,calendar_days.calendar_day_record;calendar_days.year;delivery_methods.carrier;delivery_methods.delivery_method_record;mail_order_refunds.delivery_method_ref;mail_order_refunds.return_amount;mail_order_refunds.return_calendar_day_ref;mail_order_refunds.return_reason_ref;return_reasons.reason_description;return_reasons.return_reason_record,calendar_days.calendar_day_record = mail_order_refunds.return_calendar_day_ref;delivery_methods.delivery_method_record = mail_order_refunds.delivery_method_ref;mail_order_refunds.return_reason_ref = return_reasons.return_reason_record,,mail_refunds_ops,4,Mail order refund operations.
gold_109,inventory,medium,Positive stock for Music at warehouse Conventional childr during month 1 of 2001.,"
        SELECT fc.warehouse_name, m.category, cd.year, cd.month_of_year, SUM(sl.quantity_on_hand) AS quantity_on_hand
        FROM stock_levels sl
        JOIN calendar_days cd ON sl.calendar_day_ref = cd.calendar_day_record
        JOIN fulfillment_centers fc ON sl.fulfillment_center_ref = fc.fulfillment_center_record
        JOIN merchandise m ON sl.merchandise_ref = m.merchandise_record
        WHERE fc.warehouse_name = 'Conventional childr' AND m.category = 'Music' AND cd.year = 2001 AND cd.month_of_year = 1 AND sl.quantity_on_hand > 0
        GROUP BY fc.warehouse_name, m.category, cd.year, cd.month_of_year
        ",calendar_days;fulfillment_centers;merchandise;stock_levels,calendar_days.calendar_day_record;calendar_days.month_of_year;calendar_days.year;fulfillment_centers.fulfillment_center_record;fulfillment_centers.warehouse_name;merchandise.category;merchandise.merchandise_record;stock_levels.calendar_day_ref;stock_levels.fulfillment_center_ref;stock_levels.merchandise_ref;stock_levels.quantity_on_hand,calendar_days.calendar_day_record = stock_levels.calendar_day_ref;fulfillment_centers.fulfillment_center_record = stock_levels.fulfillment_center_ref;merchandise.merchandise_record = stock_levels.merchandise_ref,,inventory_stock,1,Inventory stock by warehouse and item.
gold_110,inventory,medium,Positive stock for Music at warehouse Conventional childr during month 2 of 2001.,"
        SELECT fc.warehouse_name, m.category, cd.year, cd.month_of_year, SUM(sl.quantity_on_hand) AS quantity_on_hand
        FROM stock_levels sl
        JOIN calendar_days cd ON sl.calendar_day_ref = cd.calendar_day_record
        JOIN fulfillment_centers fc ON sl.fulfillment_center_ref = fc.fulfillment_center_record
        JOIN merchandise m ON sl.merchandise_ref = m.merchandise_record
        WHERE fc.warehouse_name = 'Conventional childr' AND m.category = 'Music' AND cd.year = 2001 AND cd.month_of_year = 2 AND sl.quantity_on_hand > 0
        GROUP BY fc.warehouse_name, m.category, cd.year, cd.month_of_year
        ",calendar_days;fulfillment_centers;merchandise;stock_levels,calendar_days.calendar_day_record;calendar_days.month_of_year;calendar_days.year;fulfillment_centers.fulfillment_center_record;fulfillment_centers.warehouse_name;merchandise.category;merchandise.merchandise_record;stock_levels.calendar_day_ref;stock_levels.fulfillment_center_ref;stock_levels.merchandise_ref;stock_levels.quantity_on_hand,calendar_days.calendar_day_record = stock_levels.calendar_day_ref;fulfillment_centers.fulfillment_center_record = stock_levels.fulfillment_center_ref;merchandise.merchandise_record = stock_levels.merchandise_ref,,inventory_stock,2,Inventory stock by warehouse and item.
gold_111,inventory,medium,Positive stock for Music at warehouse Conventional childr during month 3 of 2001.,"
        SELECT fc.warehouse_name, m.category, cd.year, cd.month_of_year, SUM(sl.quantity_on_hand) AS quantity_on_hand
        FROM stock_levels sl
        JOIN calendar_days cd ON sl.calendar_day_ref = cd.calendar_day_record
        JOIN fulfillment_centers fc ON sl.fulfillment_center_ref = fc.fulfillment_center_record
        JOIN merchandise m ON sl.merchandise_ref = m.merchandise_record
        WHERE fc.warehouse_name = 'Conventional childr' AND m.category = 'Music' AND cd.year = 2001 AND cd.month_of_year = 3 AND sl.quantity_on_hand > 0
        GROUP BY fc.warehouse_name, m.category, cd.year, cd.month_of_year
        ",calendar_days;fulfillment_centers;merchandise;stock_levels,calendar_days.calendar_day_record;calendar_days.month_of_year;calendar_days.year;fulfillment_centers.fulfillment_center_record;fulfillment_centers.warehouse_name;merchandise.category;merchandise.merchandise_record;stock_levels.calendar_day_ref;stock_levels.fulfillment_center_ref;stock_levels.merchandise_ref;stock_levels.quantity_on_hand,calendar_days.calendar_day_record = stock_levels.calendar_day_ref;fulfillment_centers.fulfillment_center_record = stock_levels.fulfillment_center_ref;merchandise.merchandise_record = stock_levels.merchandise_ref,,inventory_stock,3,Inventory stock by warehouse and item.
gold_112,inventory,medium,Positive stock for Music at warehouse Conventional childr during month 4 of 2001.,"
        SELECT fc.warehouse_name, m.category, cd.year, cd.month_of_year, SUM(sl.quantity_on_hand) AS quantity_on_hand
        FROM stock_levels sl
        JOIN calendar_days cd ON sl.calendar_day_ref = cd.calendar_day_record
        JOIN fulfillment_centers fc ON sl.fulfillment_center_ref = fc.fulfillment_center_record
        JOIN merchandise m ON sl.merchandise_ref = m.merchandise_record
        WHERE fc.warehouse_name = 'Conventional childr' AND m.category = 'Music' AND cd.year = 2001 AND cd.month_of_year = 4 AND sl.quantity_on_hand > 0
        GROUP BY fc.warehouse_name, m.category, cd.year, cd.month_of_year
        ",calendar_days;fulfillment_centers;merchandise;stock_levels,calendar_days.calendar_day_record;calendar_days.month_of_year;calendar_days.year;fulfillment_centers.fulfillment_center_record;fulfillment_centers.warehouse_name;merchandise.category;merchandise.merchandise_record;stock_levels.calendar_day_ref;stock_levels.fulfillment_center_ref;stock_levels.merchandise_ref;stock_levels.quantity_on_hand,calendar_days.calendar_day_record = stock_levels.calendar_day_ref;fulfillment_centers.fulfillment_center_record = stock_levels.fulfillment_center_ref;merchandise.merchandise_record = stock_levels.merchandise_ref,,inventory_stock,4,Inventory stock by warehouse and item.
gold_113,inventory,hard,Compare online demand and stock for Music at warehouse Conventional childr in 2001.,"
        SELECT fc.warehouse_name, m.category, cd.year, SUM(op.quantity) AS online_units, SUM(sl.quantity_on_hand) AS stock_units
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN merchandise m ON op.merchandise_ref = m.merchandise_record
        JOIN fulfillment_centers fc ON op.fulfillment_center_ref = fc.fulfillment_center_record
        JOIN stock_levels sl ON sl.calendar_day_ref = cd.calendar_day_record AND sl.merchandise_ref = m.merchandise_record AND sl.fulfillment_center_ref = fc.fulfillment_center_record
        WHERE fc.warehouse_name = 'Conventional childr' AND m.category = 'Music' AND cd.year = 2001
        GROUP BY fc.warehouse_name, m.category, cd.year
        ",calendar_days;fulfillment_centers;merchandise;online_purchases;stock_levels,calendar_days.calendar_day_record;calendar_days.year;fulfillment_centers.fulfillment_center_record;fulfillment_centers.warehouse_name;merchandise.category;merchandise.merchandise_record;online_purchases.fulfillment_center_ref;online_purchases.merchandise_ref;online_purchases.quantity;online_purchases.sale_calendar_day_ref;stock_levels.calendar_day_ref;stock_levels.fulfillment_center_ref;stock_levels.merchandise_ref;stock_levels.quantity_on_hand,calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;calendar_days.calendar_day_record = stock_levels.calendar_day_ref;fulfillment_centers.fulfillment_center_record = online_purchases.fulfillment_center_ref;fulfillment_centers.fulfillment_center_record = stock_levels.fulfillment_center_ref;merchandise.merchandise_record = online_purchases.merchandise_ref;merchandise.merchandise_record = stock_levels.merchandise_ref,,inventory_demand,1,Demand to stock same-day join.
gold_114,inventory,hard,Compare online demand and stock for Music at warehouse Conventional childr in 2002.,"
        SELECT fc.warehouse_name, m.category, cd.year, SUM(op.quantity) AS online_units, SUM(sl.quantity_on_hand) AS stock_units
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN merchandise m ON op.merchandise_ref = m.merchandise_record
        JOIN fulfillment_centers fc ON op.fulfillment_center_ref = fc.fulfillment_center_record
        JOIN stock_levels sl ON sl.calendar_day_ref = cd.calendar_day_record AND sl.merchandise_ref = m.merchandise_record AND sl.fulfillment_center_ref = fc.fulfillment_center_record
        WHERE fc.warehouse_name = 'Conventional childr' AND m.category = 'Music' AND cd.year = 2002
        GROUP BY fc.warehouse_name, m.category, cd.year
        ",calendar_days;fulfillment_centers;merchandise;online_purchases;stock_levels,calendar_days.calendar_day_record;calendar_days.year;fulfillment_centers.fulfillment_center_record;fulfillment_centers.warehouse_name;merchandise.category;merchandise.merchandise_record;online_purchases.fulfillment_center_ref;online_purchases.merchandise_ref;online_purchases.quantity;online_purchases.sale_calendar_day_ref;stock_levels.calendar_day_ref;stock_levels.fulfillment_center_ref;stock_levels.merchandise_ref;stock_levels.quantity_on_hand,calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;calendar_days.calendar_day_record = stock_levels.calendar_day_ref;fulfillment_centers.fulfillment_center_record = online_purchases.fulfillment_center_ref;fulfillment_centers.fulfillment_center_record = stock_levels.fulfillment_center_ref;merchandise.merchandise_record = online_purchases.merchandise_ref;merchandise.merchandise_record = stock_levels.merchandise_ref,,inventory_demand,2,Demand to stock same-day join.
gold_115,inventory,hard,Compare online demand and stock for Music at warehouse Conventional childr in 2003.,"
        SELECT fc.warehouse_name, m.category, cd.year, SUM(op.quantity) AS online_units, SUM(sl.quantity_on_hand) AS stock_units
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN merchandise m ON op.merchandise_ref = m.merchandise_record
        JOIN fulfillment_centers fc ON op.fulfillment_center_ref = fc.fulfillment_center_record
        JOIN stock_levels sl ON sl.calendar_day_ref = cd.calendar_day_record AND sl.merchandise_ref = m.merchandise_record AND sl.fulfillment_center_ref = fc.fulfillment_center_record
        WHERE fc.warehouse_name = 'Conventional childr' AND m.category = 'Music' AND cd.year = 2003
        GROUP BY fc.warehouse_name, m.category, cd.year
        ",calendar_days;fulfillment_centers;merchandise;online_purchases;stock_levels,calendar_days.calendar_day_record;calendar_days.year;fulfillment_centers.fulfillment_center_record;fulfillment_centers.warehouse_name;merchandise.category;merchandise.merchandise_record;online_purchases.fulfillment_center_ref;online_purchases.merchandise_ref;online_purchases.quantity;online_purchases.sale_calendar_day_ref;stock_levels.calendar_day_ref;stock_levels.fulfillment_center_ref;stock_levels.merchandise_ref;stock_levels.quantity_on_hand,calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;calendar_days.calendar_day_record = stock_levels.calendar_day_ref;fulfillment_centers.fulfillment_center_record = online_purchases.fulfillment_center_ref;fulfillment_centers.fulfillment_center_record = stock_levels.fulfillment_center_ref;merchandise.merchandise_record = online_purchases.merchandise_ref;merchandise.merchandise_record = stock_levels.merchandise_ref,,inventory_demand,3,Demand to stock same-day join.
gold_116,inventory,hard,Compare online demand and stock for Music at warehouse Conventional childr in 2004.,"
        SELECT fc.warehouse_name, m.category, cd.year, SUM(op.quantity) AS online_units, SUM(sl.quantity_on_hand) AS stock_units
        FROM online_purchases op
        JOIN calendar_days cd ON op.sale_calendar_day_ref = cd.calendar_day_record
        JOIN merchandise m ON op.merchandise_ref = m.merchandise_record
        JOIN fulfillment_centers fc ON op.fulfillment_center_ref = fc.fulfillment_center_record
        JOIN stock_levels sl ON sl.calendar_day_ref = cd.calendar_day_record AND sl.merchandise_ref = m.merchandise_record AND sl.fulfillment_center_ref = fc.fulfillment_center_record
        WHERE fc.warehouse_name = 'Conventional childr' AND m.category = 'Music' AND cd.year = 2004
        GROUP BY fc.warehouse_name, m.category, cd.year
        ",calendar_days;fulfillment_centers;merchandise;online_purchases;stock_levels,calendar_days.calendar_day_record;calendar_days.year;fulfillment_centers.fulfillment_center_record;fulfillment_centers.warehouse_name;merchandise.category;merchandise.merchandise_record;online_purchases.fulfillment_center_ref;online_purchases.merchandise_ref;online_purchases.quantity;online_purchases.sale_calendar_day_ref;stock_levels.calendar_day_ref;stock_levels.fulfillment_center_ref;stock_levels.merchandise_ref;stock_levels.quantity_on_hand,calendar_days.calendar_day_record = online_purchases.sale_calendar_day_ref;calendar_days.calendar_day_record = stock_levels.calendar_day_ref;fulfillment_centers.fulfillment_center_record = online_purchases.fulfillment_center_ref;fulfillment_centers.fulfillment_center_record = stock_levels.fulfillment_center_ref;merchandise.merchandise_record = online_purchases.merchandise_ref;merchandise.merchandise_record = stock_levels.merchandise_ref,,inventory_demand,4,Demand to stock same-day join.
gold_117,product,easy,"Summarize merchandise for brand edu packscholar #1, color turquoise, and size N/A.","
        SELECT m.brand, m.color, m.size, m.category, m.class, m.manufacturer, AVG(m.current_price) AS avg_current_price, AVG(m.wholesale_cost) AS avg_wholesale_cost, COUNT(*) AS products
        FROM merchandise m
        WHERE m.brand = 'edu packscholar #1' AND m.color = 'turquoise' AND m.size = 'N/A'
        GROUP BY m.brand, m.color, m.size, m.category, m.class, m.manufacturer
        ",merchandise,merchandise.brand;merchandise.category;merchandise.class;merchandise.color;merchandise.current_price;merchandise.manufacturer;merchandise.size;merchandise.wholesale_cost,,,product_catalog,1,Product catalog attributes.
gold_118,product,easy,"Summarize merchandise for brand edu packscholar #1, color turquoise, and size medium.","
        SELECT m.brand, m.color, m.size, m.category, m.class, m.manufacturer, AVG(m.current_price) AS avg_current_price, AVG(m.wholesale_cost) AS avg_wholesale_cost, COUNT(*) AS products
        FROM merchandise m
        WHERE m.brand = 'edu packscholar #1' AND m.color = 'turquoise' AND m.size = 'medium'
        GROUP BY m.brand, m.color, m.size, m.category, m.class, m.manufacturer
        ",merchandise,merchandise.brand;merchandise.category;merchandise.class;merchandise.color;merchandise.current_price;merchandise.manufacturer;merchandise.size;merchandise.wholesale_cost,,,product_catalog,2,Product catalog attributes.
gold_119,product,easy,"Summarize merchandise for brand edu packscholar #1, color turquoise, and size large.","
        SELECT m.brand, m.color, m.size, m.category, m.class, m.manufacturer, AVG(m.current_price) AS avg_current_price, AVG(m.wholesale_cost) AS avg_wholesale_cost, COUNT(*) AS products
        FROM merchandise m
        WHERE m.brand = 'edu packscholar #1' AND m.color = 'turquoise' AND m.size = 'large'
        GROUP BY m.brand, m.color, m.size, m.category, m.class, m.manufacturer
        ",merchandise,merchandise.brand;merchandise.category;merchandise.class;merchandise.color;merchandise.current_price;merchandise.manufacturer;merchandise.size;merchandise.wholesale_cost,,,product_catalog,3,Product catalog attributes.
gold_120,product,easy,"Summarize merchandise for brand edu packscholar #1, color turquoise, and size small.","
        SELECT m.brand, m.color, m.size, m.category, m.class, m.manufacturer, AVG(m.current_price) AS avg_current_price, AVG(m.wholesale_cost) AS avg_wholesale_cost, COUNT(*) AS products
        FROM merchandise m
        WHERE m.brand = 'edu packscholar #1' AND m.color = 'turquoise' AND m.size = 'small'
        GROUP BY m.brand, m.color, m.size, m.category, m.class, m.manufacturer
        ",merchandise,merchandise.brand;merchandise.category;merchandise.class;merchandise.color;merchandise.current_price;merchandise.manufacturer;merchandise.size;merchandise.wholesale_cost,,,product_catalog,4,Product catalog attributes.
